Player Name,Team Initials,Appearances,Goals,Cards,Tournaments,Attack_Contribution,Goals_Score,Appearances_Score,Attack_Score,Experience_Score,Discipline_Score,Cluster
LAURSEN,DEN,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
LAVEZZI,ARG,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
LAWAL,NGA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LAWRENCE,TRI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LAZARIDIS,AUS,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
LAZAROS,GRE,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
LAZOVI?,SRB,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LCIO,BRA,10,0,1,2,0.0,0.0,33.33333333333333,0.0,25.0,87.5,1.0
LEANDRO,BRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
LEAO,BRA,25,0,0,4,0.0,0.0,88.88888888888889,0.0,75.0,100.0,3.0
LEBO LEBO,ANG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEBOEUF,FRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LECKIE,AUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEE Chang Myung,PRK,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
LEE D. G.,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEE Heung Sil,KOR,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
LEE J. Y.,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEE Jong Uwa,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEE Keun Hak,PRK,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
LEE L. S.,KOR,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
LEE M. S.,KOR,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
LEE S. H.,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEE Sang Yi,KOR,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
LEE Sang Yoon,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEE Tae Ho,KOR,6,0,0,2,0.0,0.0,18.51851851851852,0.0,25.0,100.0,1.0
LEE Woonjae,KOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEE Young Jin,KOR,6,0,0,2,0.0,0.0,18.51851851851852,0.0,25.0,100.0,1.0
LEHMANN,GER,14,0,0,2,0.0,0.0,48.14814814814815,0.0,25.0,100.0,1.0
LEIGHTON,SCO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEIVINHA,BRA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
LEKGETHO,RSA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LENNON,ENG,9,0,0,2,0.0,0.0,29.629629629629623,0.0,25.0,100.0,1.0
LENS,NED,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
LEONARDO,BRA,14,0,2,2,0.0,0.0,48.14814814814815,0.0,25.0,75.0,3.0
LEONHARDSEN,NOR,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
LEONI,SUI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEONIDAS,BRA,6,8,0,2,1.3333333333333333,47.05882352941176,18.51851851851852,33.33333333333333,25.0,100.0,1.0
LESMES II,ESP,6,0,0,1,0.0,0.0,18.51851851851852,0.0,0.0,100.0,0.0
LETSHOLONYANE,RSA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEWANDOWSKI,POL,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LEWIS,USA,8,0,2,2,0.0,0.0,25.925925925925924,0.0,25.0,75.0,1.0
LI Chi An,PRK,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
LI Dong Woon,PRK,4,1,0,1,0.25,5.88235294117647,11.11111111111111,6.25,0.0,100.0,0.0
LI Jong Kap,KOR,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
LI Ki Joo,KOR,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
LI Sao Nam,KOR,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
LICHTSTEINER,SUI,7,0,0,2,0.0,0.0,22.22222222222222,0.0,25.0,100.0,1.0
LIEDSON,POR,4,1,0,1,0.25,5.88235294117647,11.11111111111111,6.25,0.0,100.0,0.0
LIM Zoong Sun,PRK,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
LIMA,BRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LINDEROTH,SWE,8,0,1,2,0.0,0.0,25.925925925925924,0.0,25.0,87.5,1.0
LINKE,GER,7,1,0,1,0.1428571428571428,5.88235294117647,22.22222222222222,3.571428571428571,0.0,100.0,0.0
LIZARAZU,FRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LJUBIJANKI?,SVN,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
LJUBOJA,SCG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LJUNGBERG,SWE,8,1,1,2,0.125,5.88235294117647,25.925925925925924,3.125,25.0,87.5,1.0
LLAMOSA,USA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
LLORENTE,ESP,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
LLORIS,FRA,8,0,0,2,0.0,0.0,25.925925925925924,0.0,25.0,100.0,1.0
LOC,ANG,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
LOCHHEAD,NZL,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
LODEIRO,URU,7,0,4,1,0.0,0.0,22.22222222222222,0.0,0.0,50.0,2.0
LODYGIN,RUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LOKVENC,CZE,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
LOMBAERTS,BEL,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
LONNIS,CRC,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LOPES,BRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
LOPEZ,CRC,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LOPEZ,CRC,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LOPEZ,HON,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LOPEZ,HON,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LOPEZ C.,ARG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LOPEZ G.,ARG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LOPEZ UFARTE,ESP,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
LOURENCO,POR,6,0,0,1,0.0,0.0,18.51851851851852,0.0,0.0,100.0,0.0
LOVENKRANDS,DEN,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
LOVREN,CRO,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
LOZANO,COL,6,1,0,2,0.1666666666666666,5.88235294117647,18.51851851851852,4.166666666666666,25.0,100.0,1.0
LUBO PENEV,BUL,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
LUCAS,PAR,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
LUCIC,SWE,8,0,5,2,0.0,0.0,25.925925925925924,0.0,25.0,37.5,2.0
LUCIO,BRA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
LUGANO,URU,7,0,1,1,0.0,0.0,22.22222222222222,0.0,0.0,87.5,2.0
LUIS ENRIQUE,ESP,13,2,1,3,0.1538461538461538,11.76470588235294,44.44444444444444,3.8461538461538463,50.0,87.5,3.0
LUIS GARCIA,ESP,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
LUIS MARIN,ESP,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LUIS PEREIRA,BRA,7,0,2,1,0.0,0.0,22.22222222222222,0.0,0.0,75.0,2.0
LUIS REGUEIRO,ESP,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
LUISINHO,BRA,6,0,0,2,0.0,0.0,18.51851851851852,0.0,25.0,100.0,1.0
LUISO,BRA,10,0,0,2,0.0,0.0,33.33333333333333,0.0,25.0,100.0,1.0
LUIZ LUZ,BRA,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
LUIZAO,BRA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
LUIZINHO,BRA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
LUKAKU,BEL,5,2,0,1,0.4,11.76470588235294,14.814814814814811,10.0,0.0,100.0,0.0
LUKOVI?,SRB,3,0,5,1,0.0,0.0,7.4074074074074066,0.0,0.0,37.5,2.0
LULI?,BIH,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LUONGO,AUS,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
LUQUE,ESP,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
LUSTRINELLI,SUI,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
LUSTU,DEN,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Labid KHALIFA,MAR,4,0,2,1,0.0,0.0,11.11111111111111,0.0,0.0,75.0,2.0
Ladislao MAZURKIEWICZ,URU,13,0,0,3,0.0,0.0,44.44444444444444,0.0,50.0,100.0,3.0
Ladislau RAFFINSKY,ROU,4,0,0,2,0.0,0.0,11.11111111111111,0.0,25.0,100.0,1.0
Ladislav JURKEMIK,TCH,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Ladislav KACANI,TCH,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Ladislav KUNA,TCH,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Ladislav NOVAK,TCH,12,0,0,3,0.0,0.0,40.74074074074074,0.0,50.0,100.0,3.0
Ladislav PETRAS,TCH,3,2,0,1,0.6666666666666666,11.76470588235294,7.4074074074074066,16.666666666666664,0.0,100.0,0.0
Ladislav SIMUNEK,TCH,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Ladislav VIZEK,TCH,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
Ladislav ZENISEK,TCH,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Lahcen ABRAMI,MAR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lahcen OUDANI,MAR,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Lajos CSORDAS,HUN,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Lajos DETARI,HUN,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
Lajos KORANYI,HUN,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Lajos PUSKAS,HUN,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Lajos TICHY,HUN,12,7,0,3,0.5833333333333334,41.17647058823529,40.74074074074074,14.583333333333334,50.0,100.0,3.0
Lakhdar BELLOUMI,ALG,6,1,0,2,0.1666666666666666,5.88235294117647,18.51851851851852,4.166666666666666,25.0,100.0,1.0
Lamine BEN AZIZA,TUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Larbi EL HADI,ALG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lars BOHINEN,NOR,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lars ERIKSSON,SWE,10,0,0,2,0.0,0.0,33.33333333333333,0.0,25.0,100.0,1.0
Lars HOGH,DEN,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Laszlo BALINT,HUN,6,0,0,2,0.0,0.0,18.51851851851852,0.0,25.0,100.0,1.0
Laszlo BODOR,HUN,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Laszlo BUDAI,HUN,9,0,0,2,0.0,0.0,29.629629629629623,0.0,25.0,100.0,1.0
Laszlo CSEH,HUN,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Laszlo DAJKA,HUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Laszlo DISZTL,HUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Laszlo FAZEKAS,HUN,6,2,1,2,0.3333333333333333,11.76470588235294,18.51851851851852,8.333333333333332,25.0,87.5,1.0
Laszlo KISS,HUN,3,3,0,1,1.0,17.647058823529413,7.4074074074074066,25.0,0.0,100.0,0.0
Laszlo KOVACS,HUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Laszlo LACHOS,HUN,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Laszlo NAGY,HUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Laszlo PUSZTAI,HUN,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Laszlo SAROSI,HUN,8,0,0,2,0.0,0.0,25.925925925925924,0.0,25.0,100.0,1.0
Laszlo STERNBERG,HUN,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Laurent DI LORTO,FRA,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Laurent GRIMMONPREZ,BEL,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Laurent ROBUSCHI,FRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Laurie HUGHES,ENG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Laurie SCOTT,ENG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lauro AMADO,SUI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lav MANTULA,YUG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lazar SFERA,ROU,3,0,0,2,0.0,0.0,7.4074074074074066,0.0,25.0,100.0,1.0
Lazar SZENTES,HUN,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
Lazare GIANESSI,FRA,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Leandro REMONDINI,ITA,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Lebogang MORULA,RSA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Leen VENTE,NED,2,1,0,2,0.5,5.88235294117647,3.7037037037037033,12.5,25.0,100.0,
Lefter KUCUKANDONYADIS,TUR,3,2,0,1,0.6666666666666666,11.76470588235294,7.4074074074074066,16.666666666666664,0.0,100.0,0.0
Leif ENGQVIST,SWE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Leif ERIKSSON,SWE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Leif MALBERG,SWE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Len ALLCHURCH,WAL,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Len GRAHAM,NIR,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Lennart BUNKE,SWE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lennart LARSSON,SWE,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lennart SAMUELSSON,SWE,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Lennart SKOGLUND,SWE,11,1,0,2,0.0909090909090909,5.88235294117647,37.03703703703704,2.272727272727273,25.0,100.0,1.0
Leo CLIJSTERS,BEL,11,1,0,2,0.0909090909090909,5.88235294117647,37.03703703703704,2.272727272727273,25.0,100.0,1.0
Leo EICHMANN,SUI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Leo HALLE,NED,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Leo VAN DER ELST,BEL,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
Leo WILDEN,FRG,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Leon GLOVACKI,FRA,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Leon JECK,BEL,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Leon SEMMELING,BEL,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Leon VILLA,COL,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Leonard PIONTEK,POL,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Leonardo ASTRADA,ARG,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Leonardo COSTAGLIOLA,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Leonardo CUELLAR,MEX,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Leonardo FERREL,BOL,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Leonardo RODRIGUEZ,ARG,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
Leonardo VELIZ,CHI,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
Leonel ALVAREZ,COL,7,0,3,2,0.0,0.0,22.22222222222222,0.0,25.0,62.5,1.0
Leonel SANCHEZ,CHI,9,3,0,2,0.3333333333333333,17.647058823529413,29.629629629629623,8.333333333333332,25.0,100.0,1.0
Leongino UNZAIN,PAR,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Leonid BURYAK,URS,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Leonid OSTROVSKI,URS,15,0,0,3,0.0,0.0,51.85185185185185,0.0,50.0,100.0,3.0
Leonid SHMUTS,URS,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Leopold ANOUL,BEL,2,3,0,1,1.5,17.647058823529413,3.7037037037037033,37.5,0.0,100.0,
Leopold BARSCHANDT,AUT,8,0,0,2,0.0,0.0,25.925925925925924,0.0,25.0,100.0,1.0
Leopold GERNAEY,BEL,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Leopold HOFMANN,AUT,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Leopold KIELHOLZ,SUI,5,3,0,2,0.6,17.647058823529413,14.814814814814811,15.0,25.0,100.0,1.0
Leopold NEUMER,GER,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Leopoldo LUQUE,ARG,7,4,0,1,0.5714285714285714,23.52941176470588,22.22222222222222,14.285714285714285,0.0,100.0,0.0
Leopoldo VALLEJOS,CHI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Leslaw CMIKIEWICZ,POL,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
Lev YASHIN,URS,19,0,0,4,0.0,0.0,66.66666666666666,0.0,75.0,100.0,3.0
Libor RADIMEC,TCH,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lido VIERI,ITA,6,0,0,1,0.0,0.0,18.51851851851852,0.0,0.0,100.0,0.0
Ligorio LOPEZ,MEX,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lilian THURAM,FRA,7,2,0,1,0.2857142857142857,11.76470588235294,22.22222222222222,7.142857142857142,0.0,100.0,0.0
Lino NESSI,PAR,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Linval DIXON,JAM,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lionel CHARBONNIER,FRA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
Lionello MANFREDONIA,ITA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
Liviu CIOBOTARIU,ROU,4,0,1,1,0.0,0.0,11.11111111111111,0.0,0.0,87.5,2.0
Lizardo GARRIDO,CHI,3,0,1,1,0.0,0.0,7.4074074074074066,0.0,0.0,87.5,2.0
Lizardo NUE RODRIGUEZ,PER,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Ljubinko DRULOVIC,YUG,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Ljubisa STEFANOVIC,YUG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Ljubomir SPAJIC,YUG,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lobilo BOBA,ZAI,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lorenzo BUFFON,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lorenzo CALONGA,PAR,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Lorenzo FERNANDEZ,URU,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Lorenzo MINOTTI,ITA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
Lorenzo STAELENS,BEL,7,0,1,2,0.0,0.0,22.22222222222222,0.0,25.0,87.5,1.0
Lothar EMMERICH,FRG,6,1,0,1,0.1666666666666666,5.88235294117647,18.51851851851852,4.166666666666666,0.0,100.0,0.0
Lothar KURBJUWEIT,GDR,6,0,0,1,0.0,0.0,18.51851851851852,0.0,0.0,100.0,0.0
Lothar MATTHAEUS,FRG,21,4,3,3,0.1904761904761904,23.52941176470588,74.07407407407408,4.761904761904762,50.0,62.5,3.0
Lou MACARI,SCO,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Louis CARRE,BEL,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Louis GABRILLARGUES,FRA,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Louis GOBET,SUI,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Louis MFEDE,CMR,8,0,0,2,0.0,0.0,25.925925925925924,0.0,25.0,100.0,1.0
Louis VERSYP,BEL,3,0,0,2,0.0,0.0,7.4074074074074066,0.0,25.0,100.0,1.0
Lubomir MORAVCIK,TCH,5,0,3,1,0.0,0.0,14.814814814814811,0.0,0.0,62.5,2.0
Lubos KUBIK,TCH,5,1,2,1,0.2,5.88235294117647,14.814814814814811,5.0,0.0,75.0,2.0
Luc MILLECAMPS,BEL,5,0,1,1,0.0,0.0,14.814814814814811,0.0,0.0,87.5,2.0
Luc NILIS,BEL,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
Luc VAN HOYWEGEN,BEL,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Luca BUCCI,ITA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
Luca IZZETA,ARG,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0,
Luca MARCHEGIANI,ITA,7,0,0,1,0.0,0.0,22.22222222222222,0.0,0.0,100.0,0.0
Lucas RADEBE,RSA,3,0,2,1,0.0,0.0,7.4074074074074066,0.0,0.0,75.0,2.0
Lucian MARINESCU,ROU,4,0,0,1,0.0,0.0,11.11111111111111,0.0,0.0,100.0,0.0
Luciano CASTELLINI,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Luciano RE CECCONI,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Luciano SPINOSI,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Lucidio SENTIMENTI,ITA,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Lucien JASSERON,FRA,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Lucien LAURENT,FRA,4,1,0,2,0.25,5.88235294117647,11.11111111111111,6.25,25.0,100.0,1.0
Lucien MULLER,FRA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Ludek MIKLOSKO,TCH,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Ludo COECK,BEL,5,1,0,1,0.2,5.88235294117647,14.814814814814811,5.0,0.0,100.0,0.0
Ludovic SATMAREANU,ROU,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Ludovico AVIO,ARG,3,1,0,1,0.3333333333333333,5.88235294117647,7.4074074074074066,8.333333333333332,0.0,100.0,0.0
Ludwig GOLDBRUNNER,GER,2,0,0,1,0.0,0.0,3.7037037037037033,0.0,0.0,100.0,
Luigi ALLEMANDI,ITA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Luigi APOLLONI,ITA,7,0,1,1,0.0,0.0,22.22222222222222,0.0,0.0,87.5,2.0
Luigi BERTOLINI,ITA,5,0,0,1,0.0,0.0,14.814814814814811,0.0,0.0,100.0,0.0
Luigi DE AGOSTINI,ITA,7,0,1,1,0.0,0.0,22.22222222222222,0.0,0.0,87.5,2.0
Luigi DI BIAGIO,ITA,5,1,2,1,0.2,5.88235294117647,14.814814814814811,5.0,0.0,75.0,2.0
Luigi MERONI,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Luigi RADICE,ITA,3,0,0,1,0.0,0.0,7.4074074074074066,0.0,0.0,100.0,0.0
Luis ARCONADA,ESP,8,0,0,2,0.0,0.0,25.925925925925924,0.0,25.0,100.0,1.0
